Unnamed: 0.1,Unnamed: 0,Date,Country,Status,AQI Value
7272,10131,2023-03-30,Andorra,Good,35
7273,10133,2023-03-30,Argentina,Good,25
7274,10134,2023-03-30,Armenia,Good,30
7275,10135,2023-03-30,Australia,Good,29
7276,10136,2023-03-30,Austria,Good,24
7277,10137,2023-03-30,Azerbaijan,Good,40
7278,10138,2023-03-30,Bangladesh,Unhealthy for Sensitive Groups,150
7279,10139,2023-03-30,Belarus,Moderate,54
7280,10140,2023-03-30,Belgium,Good,32
7281,10144,2023-03-30,Bosnia and Herzegovina,Moderate,61
7282,10145,2023-03-30,Brazil,Moderate,58
7283,10146,2023-03-30,Brunei,Good,10
7284,10147,2023-03-30,Bulgaria,Good,31
7285,10150,2023-03-30,Canada,Moderate,66
7286,10151,2023-03-30,Cape Verde,Moderate,53
7287,10155,2023-03-30,Chile,Moderate,71
7288,10156,2023-03-30,China,Very Unhealthy,273
7289,10157,2023-03-30,Colombia,Moderate,86
7290,10159,2023-03-30,Croatia,Good,28
7291,10160,2023-03-30,Cyprus,Good,44
7292,10161,2023-03-30,Czech Republic,Moderate,82
7293,10162,2023-03-30,Denmark,Good,33
7294,10163,2023-03-30,Dominican Republic,Good,19
7295,10164,2023-03-30,Ecuador,Moderate,78
7296,10167,2023-03-30,Estonia,Good,25
7297,10168,2023-03-30,Ethiopia,Unhealthy,151
7298,10169,2023-03-30,Finland,Moderate,69
7299,10170,2023-03-30,France,Moderate,62
7300,10171,2023-03-30,French Guiana,Good,33
7301,10173,2023-03-30,Georgia,Good,34
7302,10174,2023-03-30,Germany,Good,50
7303,10175,2023-03-30,Ghana,Moderate,54
7304,10177,2023-03-30,Greece,Good,39
7305,10179,2023-03-30,Guadeloupe,Good,14
7306,10181,2023-03-30,Guatemala,Moderate,53
7307,10183,2023-03-30,Hong Kong,Moderate,58
7308,10184,2023-03-30,Iceland,Good,24
7309,10185,2023-03-30,India,Unhealthy,172
7310,10186,2023-03-30,Indonesia,Moderate,66
7311,10189,2023-03-30,Ireland,Moderate,52
7312,10190,2023-03-30,Israel,Moderate,57
7313,10191,2023-03-30,Italy,Moderate,52
7314,10193,2023-03-30,Japan,Moderate,80
7315,10195,2023-03-30,Jordan,Good,23
7316,10196,2023-03-30,Kazakhstan,Unhealthy for Sensitive Groups,104
7317,10197,2023-03-30,Kenya,Moderate,77
7318,10199,2023-03-30,Kuwait,Moderate,65
7319,10200,2023-03-30,Kyrgyzstan,Moderate,90
7320,10201,2023-03-30,Laos,Unhealthy,188
7321,10202,2023-03-30,Latvia,Good,50
7322,10204,2023-03-30,Liechtenstein,Good,28
7323,10205,2023-03-30,Lithuania,Good,23
7324,10207,2023-03-30,Macao,Moderate,55
7325,10208,2023-03-30,Macedonia,Unhealthy for Sensitive Groups,105
7326,10209,2023-03-30,Madagascar,Good,37
7327,10210,2023-03-30,Malaysia,Moderate,63
7328,10211,2023-03-30,Malta,Good,30
7329,10212,2023-03-30,Martinique,Good,18
7330,10213,2023-03-30,Mexico,Unhealthy,156
7331,10214,2023-03-30,Moldova,Good,43
7332,10215,2023-03-30,Monaco,Good,23
7333,10216,2023-03-30,Mongolia,Moderate,88
7334,10217,2023-03-30,Montenegro,Moderate,62
7335,10218,2023-03-30,Myanmar,Very Unhealthy,298
7336,10219,2023-03-30,Nepal,Unhealthy,173
7337,10220,2023-03-30,Netherlands,Good,50
7338,10222,2023-03-30,New Zealand,Good,24
7339,10223,2023-03-30,Nigeria,Moderate,74
7340,10224,2023-03-30,Norway,Moderate,53
7341,10225,2023-03-30,Pakistan,Moderate,66
7342,10226,2023-03-30,Palestinian Territory,Good,36
7343,10227,2023-03-30,Peru,Good,46
7344,10228,2023-03-30,Philippines,Moderate,52
7345,10229,2023-03-30,Poland,Moderate,91
7346,10230,2023-03-30,Portugal,Good,26
7347,10233,2023-03-30,Reunion,Good,10
7348,10234,2023-03-30,Romania,Unhealthy for Sensitive Groups,134
7349,10235,2023-03-30,Russia,Moderate,60
7350,10236,2023-03-30,San Marino,Good,40
7351,10239,2023-03-30,Serbia,Unhealthy,162
7352,10240,2023-03-30,Singapore,Good,46
7353,10241,2023-03-30,Slovakia,Moderate,69
7354,10242,2023-03-30,Slovenia,Good,34
7355,10243,2023-03-30,South Africa,Unhealthy for Sensitive Groups,117
7356,10244,2023-03-30,South Korea,Unhealthy,163
7357,10245,2023-03-30,Spain,Moderate,72
7358,10246,2023-03-30,Sri Lanka,Moderate,55
7359,10248,2023-03-30,Sweden,Good,44
7360,10249,2023-03-30,Switzerland,Good,31
7361,10250,2023-03-30,Taiwan,Moderate,95
7362,10251,2023-03-30,Tajikistan,Moderate,77
7363,10252,2023-03-30,Thailand,Hazardous,380
7364,10254,2023-03-30,Trinidad and Tobago,Good,48
7365,10255,2023-03-30,Turkey,Moderate,89
7366,10257,2023-03-30,Uganda,Unhealthy for Sensitive Groups,125
7367,10258,2023-03-30,Ukraine,Unhealthy for Sensitive Groups,117
7368,10259,2023-03-30,United Arab Emirates,Moderate,55
7369,10260,2023-03-30,United Kingdom of Great Britain and Northern Ireland,Moderate,64
7370,10261,2023-03-30,United States of America,Moderate,87
7371,10263,2023-03-30,Vatican,Good,50
7372,10265,2023-03-30,Vietnam,Unhealthy for Sensitive Groups,150
7373,10269,2023-04-06,Andorra,Good,19
7374,10271,2023-04-06,Argentina,Good,18
7375,10272,2023-04-06,Armenia,Good,42
7376,10273,2023-04-06,Australia,Moderate,66
7377,10274,2023-04-06,Austria,Moderate,56
7378,10275,2023-04-06,Azerbaijan,Good,44
7379,10277,2023-04-06,Bangladesh,Unhealthy for Sensitive Groups,135
7380,10278,2023-04-06,Belarus,Moderate,61
7381,10279,2023-04-06,Belgium,Moderate,84
7382,10283,2023-04-06,Bosnia and Herzegovina,Moderate,87
7383,10284,2023-04-06,Brazil,Moderate,59
7384,10285,2023-04-06,Brunei,Good,13
7385,10286,2023-04-06,Bulgaria,Good,20
7386,10289,2023-04-06,Canada,Moderate,66
7387,10290,2023-04-06,Cape Verde,Good,27
7388,10294,2023-04-06,Chile,Moderate,72
7389,10295,2023-04-06,China,Hazardous,325
7390,10296,2023-04-06,Colombia,Moderate,92
7391,10298,2023-04-06,Croatia,Good,47
7392,10299,2023-04-06,Cyprus,Moderate,55
7393,10300,2023-04-06,Czech Republic,Unhealthy for Sensitive Groups,131
7394,10301,2023-04-06,Denmark,Good,27
7395,10302,2023-04-06,Dominican Republic,Good,20
7396,10303,2023-04-06,Ecuador,Good,23
7397,10306,2023-04-06,Estonia,Good,30
7398,10307,2023-04-06,Ethiopia,Moderate,93
7399,10308,2023-04-06,Finland,Moderate,69
7400,10309,2023-04-06,France,Moderate,82
7401,10310,2023-04-06,French Guiana,Moderate,100
7402,10312,2023-04-06,Georgia,Moderate,61
7403,10313,2023-04-06,Germany,Moderate,74
7404,10314,2023-04-06,Ghana,Moderate,56
7405,10316,2023-04-06,Greece,Moderate,55
7406,10318,2023-04-06,Guadeloupe,Good,18
7407,10320,2023-04-06,Guatemala,Unhealthy for Sensitive Groups,131
7408,10322,2023-04-06,Hong Kong,Moderate,62
7409,10323,2023-04-06,Iceland,Good,13
7410,10324,2023-04-06,India,Unhealthy,174
7411,10325,2023-04-06,Indonesia,Moderate,80
7412,10328,2023-04-06,Ireland,Good,27
7413,10329,2023-04-06,Israel,Moderate,77
7414,10330,2023-04-06,Italy,Moderate,69
7415,10332,2023-04-06,Japan,Moderate,80
7416,10334,2023-04-06,Jordan,Good,22
7417,10335,2023-04-06,Kazakhstan,Moderate,84
7418,10336,2023-04-06,Kenya,Good,43
7419,10338,2023-04-06,Kuwait,Moderate,95
7420,10339,2023-04-06,Kyrgyzstan,Moderate,61
7421,10340,2023-04-06,Laos,Very Unhealthy,280
7422,10341,2023-04-06,Latvia,Good,33
7423,10344,2023-04-06,Liechtenstein,Good,17
7424,10345,2023-04-06,Lithuania,Good,21
7425,10347,2023-04-06,Macao,Moderate,63
7426,10348,2023-04-06,Macedonia,Moderate,65
7427,10349,2023-04-06,Madagascar,Moderate,75
7428,10350,2023-04-06,Malaysia,Moderate,67
7429,10351,2023-04-06,Malta,Good,32
7430,10352,2023-04-06,Martinique,Good,44
7431,10353,2023-04-06,Mexico,Unhealthy for Sensitive Groups,130
7432,10354,2023-04-06,Moldova,Good,20
7433,10355,2023-04-06,Monaco,Good,33
7434,10356,2023-04-06,Mongolia,Moderate,77
7435,10357,2023-04-06,Montenegro,Moderate,51
7436,10358,2023-04-06,Myanmar,Hazardous,345
7437,10359,2023-04-06,Nepal,Moderate,91
7438,10360,2023-04-06,Netherlands,Moderate,85
7439,10362,2023-04-06,New Zealand,Good,27
7440,10363,2023-04-06,Nigeria,Moderate,99
7441,10364,2023-04-06,Norway,Good,21
7442,10365,2023-04-06,Pakistan,Moderate,66
7443,10366,2023-04-06,Palestinian Territory,Moderate,52
7444,10367,2023-04-06,Peru,Good,47
7445,10368,2023-04-06,Philippines,Good,33
7446,10369,2023-04-06,Poland,Unhealthy for Sensitive Groups,132
7447,10370,2023-04-06,Portugal,Good,33
7448,10373,2023-04-06,Reunion,Good,14
7449,10374,2023-04-06,Romania,Moderate,89
7450,10375,2023-04-06,Russia,Moderate,70
7451,10376,2023-04-06,San Marino,Good,38
7452,10379,2023-04-06,Serbia,Unhealthy for Sensitive Groups,143
7453,10380,2023-04-06,Singapore,Good,46
7454,10381,2023-04-06,Slovakia,Moderate,68
7455,10382,2023-04-06,Slovenia,Moderate,68
7456,10383,2023-04-06,South Africa,Moderate,84
7457,10384,2023-04-06,South Korea,Very Unhealthy,271
7458,10385,2023-04-06,Spain,Moderate,71
7459,10386,2023-04-06,Sri Lanka,Good,44
7460,10388,2023-04-06,Sweden,Good,48
7461,10389,2023-04-06,Switzerland,Good,23
7462,10390,2023-04-06,Taiwan,Moderate,82
7463,10391,2023-04-06,Tajikistan,Good,48
7464,10392,2023-04-06,Thailand,Hazardous,437
7465,10394,2023-04-06,Trinidad and Tobago,Moderate,74
7466,10395,2023-04-06,Turkey,Unhealthy for Sensitive Groups,113
7467,10397,2023-04-06,Uganda,Moderate,98
7468,10398,2023-04-06,Ukraine,Moderate,71
7469,10399,2023-04-06,United Arab Emirates,Moderate,68
7470,10400,2023-04-06,United Kingdom of Great Britain and Northern Ireland,Moderate,64
7471,10401,2023-04-06,United States of America,Moderate,86
7472,10403,2023-04-06,Vatican,Good,38
7473,10405,2023-04-06,Vietnam,Unhealthy,155
7474,10409,2023-04-13,Andorra,Good,16
7475,10411,2023-04-13,Argentina,Good,15
7476,10412,2023-04-13,Armenia,Good,21
7477,10413,2023-04-13,Australia,Good,46
7478,10414,2023-04-13,Austria,Good,18
7479,10415,2023-04-13,Azerbaijan,Moderate,57
7480,10417,2023-04-13,Bangladesh,Unhealthy,164
7481,10418,2023-04-13,Belarus,Moderate,56
7482,10419,2023-04-13,Belgium,Good,28
7483,10423,2023-04-13,Bosnia and Herzegovina,Moderate,63
7484,10424,2023-04-13,Brazil,Moderate,58
7485,10425,2023-04-13,Brunei,Good,17
7486,10426,2023-04-13,Bulgaria,Good,24
7487,10429,2023-04-13,Canada,Moderate,63
7488,10430,2023-04-13,Cape Verde,Moderate,73
7489,10434,2023-04-13,Chile,Moderate,98
7490,10435,2023-04-13,China,Hazardous,560
7491,10436,2023-04-13,Colombia,Moderate,80
7492,10438,2023-04-13,Croatia,Moderate,61
7493,10439,2023-04-13,Cyprus,Good,40
7494,10440,2023-04-13,Czech Republic,Moderate,81
7495,10441,2023-04-13,Denmark,Good,23
7496,10442,2023-04-13,Dominican Republic,Moderate,56
7497,10443,2023-04-13,Ecuador,Moderate,52
7498,10446,2023-04-13,Estonia,Good,34
7499,10447,2023-04-13,Ethiopia,Moderate,95
7500,10448,2023-04-13,Finland,Moderate,63
7501,10449,2023-04-13,France,Good,45
7502,10450,2023-04-13,French Guiana,Good,16
7503,10452,2023-04-13,Georgia,Moderate,79
7504,10453,2023-04-13,Germany,Good,41
7505,10454,2023-04-13,Ghana,Moderate,67
7506,10456,2023-04-13,Greece,Moderate,54
7507,10458,2023-04-13,Guadeloupe,Good,12
7508,10460,2023-04-13,Guatemala,Moderate,99
7509,10462,2023-04-13,Hong Kong,Moderate,82
7510,10463,2023-04-13,Iceland,Good,12
7511,10464,2023-04-13,India,Very Unhealthy,231
7512,10465,2023-04-13,Indonesia,Moderate,75
7513,10468,2023-04-13,Ireland,Good,31
7514,10469,2023-04-13,Israel,Moderate,52
7515,10470,2023-04-13,Italy,Moderate,59
7516,10472,2023-04-13,Japan,Unhealthy for Sensitive Groups,118
7517,10474,2023-04-13,Jordan,Good,25
7518,10475,2023-04-13,Kazakhstan,Moderate,79
7519,10476,2023-04-13,Kenya,Unhealthy for Sensitive Groups,101
7520,10478,2023-04-13,Kuwait,Unhealthy for Sensitive Groups,111
7521,10479,2023-04-13,Kyrgyzstan,Good,48
7522,10480,2023-04-13,Laos,Very Unhealthy,205
7523,10481,2023-04-13,Latvia,Moderate,53
7524,10484,2023-04-13,Liechtenstein,Good,4
7525,10485,2023-04-13,Lithuania,Good,30
7526,10487,2023-04-13,Macao,Moderate,80
7527,10488,2023-04-13,Macedonia,Moderate,69
7528,10489,2023-04-13,Madagascar,Moderate,67
7529,10490,2023-04-13,Malaysia,Moderate,99
7530,10491,2023-04-13,Malta,Moderate,54
7531,10492,2023-04-13,Martinique,Good,20
7532,10493,2023-04-13,Mexico,Unhealthy for Sensitive Groups,127
7533,10494,2023-04-13,Moldova,Good,33
7534,10495,2023-04-13,Monaco,Good,24
7535,10496,2023-04-13,Mongolia,Moderate,75
7536,10497,2023-04-13,Montenegro,Moderate,68
7537,10498,2023-04-13,Myanmar,Hazardous,306
7538,10499,2023-04-13,Nepal,Unhealthy,200
7539,10500,2023-04-13,Netherlands,Good,31
7540,10502,2023-04-13,New Zealand,Good,16
7541,10503,2023-04-13,Nigeria,Unhealthy for Sensitive Groups,110
7542,10504,2023-04-13,Norway,Moderate,56
7543,10505,2023-04-13,Pakistan,Moderate,98
7544,10506,2023-04-13,Palestinian Territory,Good,31
7545,10507,2023-04-13,Peru,Good,47
7546,10508,2023-04-13,Philippines,Moderate,98
7547,10509,2023-04-13,Poland,Unhealthy for Sensitive Groups,103
7548,10510,2023-04-13,Portugal,Good,30
7549,10513,2023-04-13,Reunion,Good,12
7550,10514,2023-04-13,Romania,Moderate,94
7551,10515,2023-04-13,Russia,Moderate,96
7552,10516,2023-04-13,San Marino,Good,39
7553,10519,2023-04-13,Serbia,Unhealthy for Sensitive Groups,102
7554,10520,2023-04-13,Singapore,Moderate,86
7555,10521,2023-04-13,Slovakia,Moderate,63
7556,10522,2023-04-13,Slovenia,Moderate,53
7557,10523,2023-04-13,South Africa,Unhealthy for Sensitive Groups,117
7558,10524,2023-04-13,South Korea,Unhealthy for Sensitive Groups,149
7559,10525,2023-04-13,Spain,Moderate,92
7560,10526,2023-04-13,Sri Lanka,Unhealthy for Sensitive Groups,101
7561,10528,2023-04-13,Sweden,Moderate,57
7562,10529,2023-04-13,Switzerland,Good,27
7563,10530,2023-04-13,Taiwan,Unhealthy for Sensitive Groups,133
7564,10531,2023-04-13,Tajikistan,Moderate,70
7565,10532,2023-04-13,Thailand,Very Unhealthy,300
7566,10534,2023-04-13,Trinidad and Tobago,Good,28
7567,10535,2023-04-13,Turkey,Moderate,83
7568,10537,2023-04-13,Uganda,Moderate,72
7569,10538,2023-04-13,Ukraine,Moderate,77
7570,10539,2023-04-13,United Arab Emirates,Unhealthy,194
7571,10540,2023-04-13,United Kingdom of Great Britain and Northern Ireland,Good,44
7572,10541,2023-04-13,United States of America,Unhealthy for Sensitive Groups,123
7573,10543,2023-04-13,Vatican,Good,46
7574,10545,2023-04-13,Vietnam,Unhealthy for Sensitive Groups,134
7575,10549,2023-04-20,Andorra,Good,30
7576,10551,2023-04-20,Argentina,Good,50
7577,10552,2023-04-20,Armenia,Good,27
7578,10553,2023-04-20,Australia,Good,32
7579,10554,2023-04-20,Austria,Moderate,60
7580,10555,2023-04-20,Azerbaijan,Good,43
7581,10557,2023-04-20,Bangladesh,Unhealthy,163
7582,10558,2023-04-20,Belarus,Moderate,68
7583,10559,2023-04-20,Belgium,Moderate,51
7584,10563,2023-04-20,Bosnia and Herzegovina,Moderate,69
7585,10564,2023-04-20,Brazil,Moderate,55
7586,10565,2023-04-20,Brunei,Good,14
7587,10566,2023-04-20,Bulgaria,Good,19
7588,10569,2023-04-20,Canada,Good,37
7589,10570,2023-04-20,Cape Verde,Good,13
7590,10574,2023-04-20,Chile,Unhealthy for Sensitive Groups,134
7591,10575,2023-04-20,China,Hazardous,963
7592,10576,2023-04-20,Colombia,Moderate,76
7593,10578,2023-04-20,Croatia,Good,49
7594,10579,2023-04-20,Cyprus,Good,41
7595,10580,2023-04-20,Czech Republic,Moderate,88
7596,10581,2023-04-20,Denmark,Good,30
7597,10582,2023-04-20,Dominican Republic,Good,34
7598,10583,2023-04-20,Ecuador,Good,48
7599,10586,2023-04-20,Estonia,Good,26
7600,10587,2023-04-20,Ethiopia,Unhealthy for Sensitive Groups,104
7601,10588,2023-04-20,Finland,Moderate,91
7602,10589,2023-04-20,France,Moderate,57
7603,10590,2023-04-20,French Guiana,Good,23
7604,10592,2023-04-20,Georgia,Moderate,72
7605,10593,2023-04-20,Germany,Moderate,70
7606,10594,2023-04-20,Ghana,Unhealthy for Sensitive Groups,103
7607,10596,2023-04-20,Greece,Good,45
7608,10598,2023-04-20,Guadeloupe,Good,22
7609,10600,2023-04-20,Guatemala,Unhealthy for Sensitive Groups,125
7610,10602,2023-04-20,Hong Kong,Moderate,76
7611,10603,2023-04-20,Iceland,Good,28
7612,10604,2023-04-20,India,Very Unhealthy,235
7613,10605,2023-04-20,Indonesia,Moderate,68
7614,10608,2023-04-20,Ireland,Moderate,62
7615,10609,2023-04-20,Israel,Moderate,88
7616,10610,2023-04-20,Italy,Moderate,61
7617,10612,2023-04-20,Japan,Unhealthy for Sensitive Groups,131
7618,10614,2023-04-20,Jordan,Good,33
7619,10615,2023-04-20,Kazakhstan,Moderate,90
7620,10616,2023-04-20,Kenya,Moderate,53
7621,10618,2023-04-20,Kuwait,Unhealthy for Sensitive Groups,121
7622,10619,2023-04-20,Kyrgyzstan,Moderate,88
7623,10620,2023-04-20,Laos,Unhealthy,169
7624,10621,2023-04-20,Latvia,Good,34
7625,10624,2023-04-20,Liechtenstein,Good,10
7626,10625,2023-04-20,Lithuania,Good,32
7627,10627,2023-04-20,Macao,Unhealthy for Sensitive Groups,144
7628,10628,2023-04-20,Macedonia,Moderate,57
7629,10629,2023-04-20,Madagascar,Good,48
7630,10630,2023-04-20,Malaysia,Moderate,87
7631,10631,2023-04-20,Malta,Good,35
7632,10632,2023-04-20,Martinique,Good,38
7633,10633,2023-04-20,Mexico,Unhealthy for Sensitive Groups,131
7634,10634,2023-04-20,Moldova,Good,26
7635,10635,2023-04-20,Monaco,Good,34
7636,10636,2023-04-20,Mongolia,Moderate,68
7637,10637,2023-04-20,Montenegro,Good,50
7638,10638,2023-04-20,Myanmar,Unhealthy,175
7639,10639,2023-04-20,Nepal,Unhealthy,172
7640,10640,2023-04-20,Netherlands,Good,34
7641,10642,2023-04-20,New Zealand,Good,33
7642,10643,2023-04-20,Nigeria,Unhealthy for Sensitive Groups,104
7643,10644,2023-04-20,Norway,Moderate,67
7644,10645,2023-04-20,Pakistan,Good,47
7645,10646,2023-04-20,Palestinian Territory,Good,49
7646,10647,2023-04-20,Peru,Moderate,61
7647,10648,2023-04-20,Philippines,Good,47
7648,10649,2023-04-20,Poland,Moderate,85
7649,10650,2023-04-20,Portugal,Good,35
7650,10653,2023-04-20,Reunion,Good,12
7651,10654,2023-04-20,Romania,Unhealthy for Sensitive Groups,106
7652,10655,2023-04-20,Russia,Moderate,76
7653,10656,2023-04-20,San Marino,Good,46
7654,10659,2023-04-20,Serbia,Moderate,99
7655,10660,2023-04-20,Singapore,Moderate,51
7656,10661,2023-04-20,Slovakia,Moderate,61
7657,10662,2023-04-20,Slovenia,Good,41
7658,10663,2023-04-20,South Africa,Unhealthy,155
7659,10664,2023-04-20,South Korea,Moderate,96
7660,10665,2023-04-20,Spain,Moderate,71
7661,10666,2023-04-20,Sri Lanka,Moderate,78
7662,10668,2023-04-20,Sweden,Unhealthy for Sensitive Groups,122
7663,10669,2023-04-20,Switzerland,Good,28
7664,10670,2023-04-20,Taiwan,Moderate,61
7665,10671,2023-04-20,Tajikistan,Moderate,93
7666,10672,2023-04-20,Thailand,Unhealthy,196
7667,10674,2023-04-20,Trinidad and Tobago,Good,40
7668,10675,2023-04-20,Turkey,Moderate,96
7669,10677,2023-04-20,Uganda,Moderate,95
7670,10678,2023-04-20,Ukraine,Moderate,68
7671,10679,2023-04-20,United Arab Emirates,Moderate,74
7672,10680,2023-04-20,United Kingdom of Great Britain and Northern Ireland,Moderate,63
7673,10681,2023-04-20,United States of America,Moderate,98
7674,10683,2023-04-20,Vatican,Good,46
7675,10685,2023-04-20,Vietnam,Unhealthy,153
7676,10688,2023-04-27,Andorra,Good,23
7677,10690,2023-04-27,Argentina,Moderate,82
7678,10691,2023-04-27,Armenia,Good,24
7679,10692,2023-04-27,Australia,Good,46
7680,10693,2023-04-27,Austria,Good,41
7681,10694,2023-04-27,Azerbaijan,Good,37
7682,10696,2023-04-27,Bangladesh,Unhealthy,162
7683,10697,2023-04-27,Belarus,Good,21
7684,10698,2023-04-27,Belgium,Moderate,64
7685,10702,2023-04-27,Bosnia and Herzegovina,Moderate,58
7686,10703,2023-04-27,Brazil,Moderate,59
7687,10704,2023-04-27,Brunei,Good,10
7688,10705,2023-04-27,Bulgaria,Good,27
7689,10708,2023-04-27,Canada,Moderate,65
7690,10709,2023-04-27,Cape Verde,Good,12
7691,10712,2023-04-27,Chile,Unhealthy,188
7692,10713,2023-04-27,China,Unhealthy,166
7693,10714,2023-04-27,Colombia,Moderate,78
7694,10716,2023-04-27,Croatia,Good,36
7695,10717,2023-04-27,Cyprus,Moderate,53
7696,10718,2023-04-27,Czech Republic,Moderate,69
7697,10719,2023-04-27,Denmark,Good,22
7698,10720,2023-04-27,Dominican Republic,Good,29
7699,10721,2023-04-27,Ecuador,Moderate,69
7700,10724,2023-04-27,Estonia,Good,21
7701,10725,2023-04-27,Ethiopia,Unhealthy for Sensitive Groups,137
7702,10726,2023-04-27,Finland,Good,37
7703,10727,2023-04-27,France,Moderate,62
7704,10728,2023-04-27,French Guiana,Good,19
7705,10730,2023-04-27,Georgia,Moderate,72
7706,10731,2023-04-27,Germany,Moderate,57
7707,10732,2023-04-27,Ghana,Moderate,72
7708,10734,2023-04-27,Greece,Good,35
7709,10736,2023-04-27,Guadeloupe,Good,7
7710,10738,2023-04-27,Guatemala,Unhealthy for Sensitive Groups,141
7711,10740,2023-04-27,Hong Kong,Moderate,74
7712,10741,2023-04-27,Iceland,Good,6
7713,10742,2023-04-27,India,Very Unhealthy,256
7714,10743,2023-04-27,Indonesia,Moderate,67
7715,10746,2023-04-27,Ireland,Moderate,54
7716,10747,2023-04-27,Israel,Moderate,73
7717,10748,2023-04-27,Italy,Good,42
7718,10750,2023-04-27,Japan,Moderate,85
7719,10752,2023-04-27,Jordan,Good,29
7720,10753,2023-04-27,Kazakhstan,Moderate,85
7721,10754,2023-04-27,Kenya,Moderate,60
7722,10756,2023-04-27,Kuwait,Moderate,78
7723,10757,2023-04-27,Kyrgyzstan,Moderate,74
7724,10758,2023-04-27,Laos,Moderate,98
7725,10759,2023-04-27,Latvia,Good,16
7726,10762,2023-04-27,Liechtenstein,Good,9
7727,10763,2023-04-27,Lithuania,Good,22
7728,10765,2023-04-27,Macao,Moderate,91
7729,10766,2023-04-27,Macedonia,Good,46
7730,10767,2023-04-27,Madagascar,Unhealthy,155
7731,10768,2023-04-27,Malaysia,Moderate,58
7732,10769,2023-04-27,Malta,Good,44
7733,10770,2023-04-27,Martinique,Good,9
7734,10771,2023-04-27,Mexico,Unhealthy for Sensitive Groups,150
7735,10772,2023-04-27,Moldova,Good,13
7736,10773,2023-04-27,Monaco,Good,25
7737,10774,2023-04-27,Mongolia,Moderate,65
7738,10775,2023-04-27,Montenegro,Good,46
7739,10776,2023-04-27,Myanmar,Unhealthy for Sensitive Groups,118
7740,10777,2023-04-27,Nepal,Unhealthy,151
7741,10778,2023-04-27,Netherlands,Good,46
7742,10780,2023-04-27,New Zealand,Good,30
7743,10781,2023-04-27,Nigeria,Moderate,92
7744,10782,2023-04-27,Norway,Good,31
7745,10783,2023-04-27,Pakistan,Moderate,85
7746,10784,2023-04-27,Palestinian Territory,Good,35
7747,10785,2023-04-27,Peru,Good,43
7748,10786,2023-04-27,Philippines,Moderate,57
